customer_review,NPS Score
"During my trip London to Tbilisi via Istanbul last week, we landed only 25 minutes before my boarding time and even though I tried to search for some help, neither cabin crew nor ground staff bothered to tell me anything. The final drop was when I saw my ruined suitcase. The unfortunate thing is that I fly pretty often (10 times a year) most of the time with Turkish Airlines (because of the connections they have) and each time I realize that I have to face challenges with Turkish Airlines, it makes me feel very bad.",Detractor
"Flew Turkish Airlines from Nairobi to Copenhagen via Istanbul, and a punctual flight - though planes seemed a bit run down. Food and service excellent (you can have multiple drinks for free), seat was okay and the price was certainly right so I am a happy traveller. No individual inflight entertainment on the last part of the trip which did not bother me. Not sure if there was wifi but I don't think so.",Passive
"Edinburgh to Singapore via Istanbul on Turkish Airlines, and punctual flights. Clean modern aircraft, friendly and attentive crews with an easy transfer at Istanbul. Very impressed and happy with value for money. Based on reading earlier critical reviews had concerns about flying Turkish Airlines, so was very pleasantly surprised with our experience.",Promoter
"We had Turkish Airlines flights from Toronto to Istanbul then onto Shiraz, Iran - but our flight to Shiraz was cancelled due to snow. So we had to stay a night at the airport. Not only they didn't offer us a hotel but also there wasn't any seat available at Istanbul Ataturk airport. So they made us to pay $40 each just for wifi and seat and snack! But which airport makes you pay extra to get you a spot to have a seat? We booked comfort tickets but I couldn't move my seat and I didn't feel comfortable at all. When we came to Iran the nightmare began. Our suitcases didn't arrive we had to go to the funeral the next day but we didn't have our stuff for three days. I think these problems and all the flight delays and cancellations are typical with Turkish Airlines and as a client who always used to travel with Turkish every year I am very disappointed, and I don't think there will be any next time experience for me.",Detractor
"Tehran to Los Angeles via Istanbul. Have been flying with them for many years and it is a hit or miss situation wih them. Call center staff does not know the benefits each frequent flyer tier of their own program offers. Ground staff overall not helpful. However when it comes to the actual flight, things can change, their service up in the air is really good. Both my flights at this trip I received a real good service. So if you know the exact dates you are travelling, not planing to make any changes, Turkish is a good choice, however it is of course if you don't experience any delays and missed connections and lost luggage.",Passive
"I had more than 20 flights on Turkish in the last 15 months, both international (European) and domestic. Out of those flights, half of them were on time with the other half were delayed by about an hour - only one had a four hour delay because of weather. As long as everything goes right, TK is a pretty good airline, but as soon as something goes wrong, their disaster management is a disaster itself and as a passenger you're usually left with no information about what's going on. Besides that, ground services are pretty slow as well and sometimes you're waiting for more than half an hour at the luggage belt. Seats on the narrowbody fleet are mostly okay while those on the A330s are pretty uncomfortable (didn't try the B777 so far). Turkish Airlines inflight catering is excellent and oustanding compared to most other airlines. When changing planes either at AtatÃ¼rk or Sabiha GÃ¶kcen airport, allow yourself some extra connecting time as flights are often a bit delayed and baggage handling and immigration (for domestic connections) sometimes takes ages. That extra time also increases the chance your luggage will make it on the connecting flight too. To sum it up, I reccommend Turkish but you should also be aware of the possible drawbacks.",Passive
"I must say that I could write a book for the three days in Ataturk Airport and the service of Turkish Airlines. We flew 4 hours from Athens to Istanbul, the plane was flying over the airport in circles, and we missed our connection flight to Toronto due to weather conditions. And then the nightmare begins - three days later we managed to fly to Toronto. Just do not fly with Turkish Airline.",Detractor
"Pristina to Gatwick via Istanbul. I travelled on a connecting flight through Istanbul and on my arrival I was greeted with chaos, I could not get to the front of the queue at the Transfer desk due to about 75 other people and because I only had 1 hr 20 mins to get to my connecting flight, I had to push in, only to be told my flight had been sold, then they changed their words to my seat had been sold. From then onwards everything was a nightmare, I was told I had to buy a visa (Â£20) and then go through security to passport control and then go outside the airport to the Turrkish Airlines ticket sales desk. I decided to try to get my luggage and given false information - it was on my connecting flight, then it's here somewhere but we cant possibly get it for you. I was then directed outside of the airport by a police officer and had to go back through security to get back in. I joined the 6 hour queue at Turkish Airlines desk and managed to get another flight 2 days later. I then had to join the Supervisor queue then the hotel queue and finally put up at a hotel. When I returned to my allocated flight I was told twice that my luggage was on the flight, guess what I arrived Gatwick and No luggage! And no compensation for things I had to pay for.",Detractor
"When I fly from Amsterdam to Istanbul, I normally choose between Turkish Airlines and KLM. In the last two years the timeliness of Turkish Airlines is deteriorating. Also, often at Ataturk airport a bus is used for transport to the gate, causing extra travelling time. This time we left Amsterdam with almost two hours delay to Istanbul. So I will be in my hotel bed in Istanbul far after midnight. Too bad.",Detractor
"Like others have said here, the service by Turkish Airlines over New Year 2016 was appalling. I was flying Baghdad to London via Istanbul, and eventually arrived in London 31 hours late. The delays are bad enough and are far worse than can be justified by the bad weather alone - don't they know it snows sometimes! But it was the service and couldn't be bothered that made it so much worse. The level of service at the transfer desk for people who had missed connecting flights was so bad I thought it must be a hidden camera TV show. There were about 500 people in the queue, but only 4 or 5 people working. There was no security and on several occasions fights nearly broke out. This is not surprising as it was the early hours of the morning and people were tired. Any decent airline would have put on extra staff and kept people updated. They would have identified elderly passengers and people with young children and provided them with special service. I was in neither of these categories but would have understood the need. What I would not have understood was why it seemed Turkish passengers able to speak the language were frequently being given special treatment and allowed to jump the line. I was stood in this queue for 4 hours and not once did I see anyone that vaguely looked in charge. It was atrocious. But no one from Turkish Airlines seemed very bothered. Whilst TK might be cheap, you clearly get what you pay for! A lesson learned for me. TK claims to be one of the best airlines in Europe. Under EU law I would be entitled to some compensation I'm sure (even the bad weather can't justify such a terrible delays) but I doubt Turkish Airlines will live up to those standards. Because they so unreliable I'm sure it suits them not to have to.",Detractor
"When things go wrong (which often they do when it comes to international air travel) Turkish Airlines simply are not equipped to handle it, nor do they have any interest. Their company is built with a front end, but no back end. Incompetent and rude staff hangs up and walks away in the face of concerned customers. Turkish Airlines uses confusion, bouncing their customers from call center to call center and desk to desk, playing them in circles until they tire and give up. Most of their flights connect through Istanbul airport and it is pure chaos. A shiny building and western style stores and restaurants do not make up for under experienced, under trained and the lack of an idea of what the concept of customer service is. This is something I experienced on a flight from Chicago to Istanbul 7 days ago. In the 7 day time span my bag has been ""found"" 3 times, even informing me of its location at the Sofia airport. I had confirmation from a Turkish Airlines desk, and their Call center. When I traveled there to gather it, I was told it was never there. The lost luggage airport staff in Sofia informed me this happened with 80% of the people coming to the airport to gather luggage sent by Turkish Airlines. I have never seen anything like this. Yes, the flights are cheap and they pamper you inflight, but be aware you are gambling.",Detractor
"Houston to Abuja via Istanbul. I chose Turkish Airlines because they were the cheapest when I bought the tickets. When I arrived to Abuja I found that a only a portion of luggage came from the flight. Many of us on the plane had to wait over 5 days just for the luggage to arrive and they never contacted us by phone or email. What's worse was that several flights that came to Abuja as well, and had the same thing happen as well.",Detractor
"The flight arrived late for my connecting flight in Istanbul to Aqaba, Jordan - the next available flight was in 3 days. They then told me to check google for other flights (yeah that's right, they told me to check Google). After four hours I managed to negotiate a flight the next day. They then told me my luggage was lost after 3 hours of waiting. They then took 4 hours to take me to a hotel, were late to pick me up the next morning to get on the next flight. And here the drama really started. Turkish Airlines booked me on a Royal Jordanian flight - but obviously hadn't told them. So I went to Royal Jordanian, they said I had no flight and that I should go to Turkish Airlines. TK told me to go back to RJ, and RJ told me to go back to TK. Eventually, TK did their job and spoke to RJ who put me on their flight. But, only as far as Amman. Which meant I would have to pay for a hotel and another flight to Aqaba - utterly ridiculous. And to make matters worse, they couldn't find my luggage. So to cut a long story short, I made my way from Amman to Aqaba, and three days later, I still have no luggage. Turkish Airlines are a joke. In short, they spend too much time tweeting how good they are, and paying for adverts to do their job.",Detractor
"London Heathrow to Tokyo Narita via Istanbul on Turkish Airlines. Firstly we were delayed for 1.5hrs, it happens sometimes, I get it. But when you have to transfer and the airline know they will not transfer your luggage but fail to mention is another story. They had 1 hr in transit to do this but instead made everyone who originated from London wait for an hour at the baggage belt before being instructed to fill a lost baggage form. I had only 2 nights in my destination and spent a lot of the time trying to speak to someone and when I finally got through I instructed the lady on the phone when the lost baggage comes in I will pick it up as I am coming back to the airport before I head to the mountain, she said this was fine and she made a note. On the day I arrived to the airport I got an email saying it will be sent to my hotel by the mountain and will arrive 2 days later. I then had to head to minus temperatures with no jacket and will have to buy / rent all my snow gear. Thanks Turkish airlines for making my trip stressful and needlessly more expensive. Apparently over 150 lost baggage came in that day so this seems to be a common occurrence. Avoid airline if you don't want to be wearing the same clothes for 3 days!",Detractor
"On January 1st, 2016, my flight from Tehran to Istanbul (TK875) was delayed for over 5 hours. The passengers, including myself did not receive any prior notification from the airline. Considering that many previous flights were cancelled due to weather conditions in Istanbul, the airline had surely predicted delay, but failed to inform the passengers, or make announcements in the airport. No information was provided from the Turkish Airline Staff, and finally when the plane took off and landed in Istanbul, we had to wait another 2 hours for the plane to be allowed to park. I had already missed my flight to New York (TK 003) which was scheduled for 7:25 on that morning. I understand that sometimes the weather conditions can cause delays and cancellations. What I am complaining about is the poor management, rude attitude of Turkish Airline Staff, and the very low-quality service provided by the staff in the airport. When I finally got out of the plane, we were confronted with a terminal full of stranded, confused, and unorganized passengers. There was no airport or Turkish Airlines Staff to guide us to the correct directions. Naturally we went to the Transfer Desk, to get information on how to get on the next available flight. More than 1500 passengers were jammed around the counter. There was not even one airport, security or airline staff to organize people and ask them to stand in line. Every one was just jammed in front of the counter. There was rarely enough space to breathe or move. The staff behind the transfer desk were clearly incapable of managing the situation. Instead of managing it, they also lost control and were shouting and banging their fists on the counter! After 2 hours of standing there, my passport was lost by one of the staff, and I had to wait for another hour for them to find it. Only to find out that all that trouble was for nothing, as I was told to go through passport control and then to the Check-in terminal, and go to Turkish Sales Office. This demonstrates the incapability and poor management of the airline and staff. They wanted to get rid of me by making me enter Turkey (through passport control) and go to check-in terminal, so that I am not their problem any more! I had no other choice, so I followed their advice. The Sales Office line was a nightmare. The line stretched all along the Ataturk Airport check-in Terminal. Turkish Airlines Staff couldn't care less. They acted indifferent and did not help in any way. I immediately begged one of the staff to help me get on the last flight of the day (TK11) at 5:30. A staff member helped me go through and I was told that I can sit on flight TK11 to New York, on business class, and they told me to go to Business Check-in Counter E.",Detractor
"I had traveled with Turkish Airline 3 times now. The last time from Dhaka to Toronto via Istanbul was the worst experience I have had. Their flight from Bangladesh was delayed which reduced the transit time in Istanbul considerably. The staff at Istanbul can barely communicate in English. I was helping a neighbor friend with two children as there were none to help them even with proper direction. And they closed the gate without us although we had our boarding pass. They didn't search for us or even care to find us. Afterwards they flew the family without any further charge but not me, I had to pay for a full ticket. I tried to reason with them but alas if only they could not communicate in English.",Detractor
"On my sisters return from Cape Town, the Istanbul to London leg was cancelled. Istanbul airport was a shambles. Few people could or cared to speak English and airline staff were rude, dismissive and aggressive. They were in a queue for 4 hours to be told they need to return the following day. My nephew had a broken foot and was in a cast. They were also told to sleep in the airport as there was no available accommodation. They arrived home 48 hours after leaving CT. Their 3 suitcases have subsequently been lost. After 10 days they've received no feedback, no returned calls and their calls ring unanswered. When my sister did get through she was told there was no update. We understand that life happens. Bad weather and many other factors mean flights are cancelled but the rudeness experienced as an English speaking woman with an injured son by this establishment is deplorable.",Detractor
"Appalling customer service! Due to snowfall in Istanbul, my flight from Taipei to Istanbul was delayed by 7 hours and I missed my connecting flight to London. The staff at Taipei had reissued my ticket for a later flight but this was cancelled at the last minute without any information. I was treated rudely by staff at the airport (both ground staff and Turkish Airlines reps) forced to queue up in 5 different queues for many hours and buy a Â£20 entry visa to Turkey to pass into a different section of the airport in order to get the airline to reissue my ticket. When they reissued it they told us that we had to rush as boarding time was in 30 minutes, so I prioritised getting to the gate over staying at the reissue desk to deal with the baggage information. We then discovered that the new flight was 10.5 hours late and they hadn't told us. Turkish Airlines caused more chaos at the boarding gate as they let people onto the plane who had only been issued with standby tickets and then had too many people trying to board the plane. After a 23 hour delay I reached London, only to be told by the Turkish Airlines lost baggage rep that despite being sure my baggage was not on the flight (given what happened in Istanbul and the fact that it was not found on the LHR system) I had to wait two hours by the belt while the staff shifted bags on and off it while everyone on my connecting flight stood around unable to see their bags. Finally I was allowed to fill out a lost baggage form. After three days I called to see if there was any progress and discovered they had mixed up the details of the bag's description. After 9 days by bag was finally returned to me.",Detractor
"Ankara to Washington via Istanbul with Turkish Airlines. Best food, service and happy crew, Smooth take off and landing, perfect ground service and connection was not delayed. Good inflight entartainment, acceptable speed internet connection for free. Cheap business class ticket for same price as other airlines economy class.",Promoter
"Istanbul to London, and 6 baggages missing now for 7 days, on the website they say these should be with us by day 4. You can't get hold of Turkish Airlines by phone or email. have provided all baggage tagging numbers and can't contact courier. No one wants to help - will never fly with them again. They simply don't care and it shows.",Detractor
"London to Singapore via Istanbul with Turkish Airlines, and a 22 hour delay on the ground. Outbound to London, everything went excellent - service by attendants and minimal delays taking off and landing. When I fell asleep on the first leg from Singapore to Istanbul and couldn't find my glasses, the attendant was very helpful in searching for it, even ripping out the seat in case it was stuck there. Food was really good also, considering when I slept through meal service and by the time I woke up, the flight attendant told me that my meal wasn't fresh anymore so she gave me a business class vegetarian meal instead. However, on my inbound flight on New Year's Eve/day, everything was a mess! I showed up at Heathrow to hear of a flight delay. Supposedly 1 hour became four, then five hours due to snow. They could have updated the website or sent a courtesy email so I didn't have to spend 8 hours at the airport before take off. Landed in Istanbul after circling for 2 hours due to lack of landing spots and another 2 hours waiting on the runway. Missed my connecting flight of course, and had to queue for 2 hours to get rebooked and re-sorted out on my next flight back to Singapore. Total chaos there with 30 crying babies at any one time and very rude, sneaky men cutting in line and making offensive remarks when I didn't let them cut in behind/infront of me. Ground staff and customer service desperately need training on conflict resolution and soft skills. Finally got on my plane, yet after another 1:30 delay. In flight entertainment wasn't working and the attendant had to spend an hour trying to fix my console as the flight was completely full. At least the meal service was wonderfully tasty.",Passive
"Hoi Chi Minh City to Istanbul via Bangkok, and this was the first time i flown Turkish Airlines. I've heard a a lot about it, but it didn't meet my expectations. The legroom is smaller than some Asian airlines, and it's was hard to stay comfortable for a long-haul flight. Flight crew were not as friendly like I thought. They have a wide selection of movies and games to try, the food and beverages were outstanding, even though it was just economy class meal. So overall, I recommended this airline but they should improve their seat comfort for long-haul flight.",Passive
"Houston to Istanbul on Turkish Airlines, and one of the best transatlantic flights I've been on. Great entertainment system, a wide variety of movies, playlists and games. Very comfortable seat, setup came with a mattress as well. Served a seven course meal which was out of this world. Ample amount of snacks at the galley for passengers to eat at anytime during the flight. Service was commendable.",Promoter
"Extremely unhappy and will never use Turkish Airlines again. An 8 hr delay in Cairo caused to miss our connecting flight, and we had to wait for 26 hrs in Istanbul Airport. For our return, a 2 hrs delay in Edinburgh caused us to miss again our connection and we had to wait for 7 hrs in Istanbul airport. Was forced to pay GBP 250 for 23 extra kilos and it was stated on the website 40kg allowance per person from Edinburgh - but they meant for outbound not inbound which wasn't clear. Terrible treatment in Istanbul Airport",Detractor
"I am disappointed with Turkish Airlines transit related services specially after they are promoting so heavily as a leading transit destination. I was travelling from Stuttgart to Mumbai via Istanbul on 16th December 2015. I missed my connecting flight in Istanbul due to the delay of the flight coming from Germany. I was put on the next flight scheduled to depart 24 hours later. In order to avail the hotel accommodation provided by the airline, I had to pay the e-visa fees in Turkey. I was told that this fee shall be reimbursed by the airline, but no process for the same was mentioned. Now I am trying to get in touch with the Turkish Airlines and they are absolutely unresponsive.",Detractor
"Turkish Airlines from Cairo to Amsterdam via Istanbul, and the flight itself was fine once airborne, food and entertainment were standard. But the ground operation is shambolic. Our flight leaving Cairo was delayed for one hour. I understand that this happens and little can be done about it, but once we arrived in Istanbul there was zero assistance to help people make their onward transfers. There were no staff at the arrival gate to direct passengers or offer assistance to more elderly people who couldn't run (unlike ourselves- if we hadn't sprinted we wouldn't have made the next flight). We had to push to the front of the security line, whereas many other airlines escort you to the front if the connection time is tight. Our gate had just closed when we arrived, but still made the last bus to the plane. Although the plane then sat on the runway for another hour. In short, there may as well have been no ground staff in Istanbul they did so little. This would be semi-understandable in a small provincial airport, but this is their hub! To finish everything off, our bags were lost. They were eventually delivered to us 4 days later, soaking wet. Not damp - drenched. Every item in my bag was heavy with water, as if it had been left in a thunderstorm for hours. I will not be travelling with Turkish Airlines again.",Detractor
"I would like to show extreme dissatisfaction on the service I received during my recent experience with Turkish Airlines while coming back from Athens to Nairobi via Istanbul. We were to get a flight from Athens to Istanbul around 22:05 and then a connecting flight to Nairobi from Istanbul on 00:55. Much to our surprise when we reach at Athens airport at around 6:00om we came to know that the flight has been canceled. When I asked why we have not informed on the number we have mentioned on the ticket they declined to answer and asked us to get into a flight which was scheduled at 7pm. I was travelling with my wife and my 2.5 years daughter we actually had to run for check-in, security check, immigration etc as airline staff asked us to rush to get into the flight. Finally we reached to the gate but flight started after 8:30pm. We could not understand why we had been rushed for the formalities with a small baby. When we reached Istanbul, we have been informed that flight is late and eventually it was announced with the gate around 3:40am. We got into the bus and we had been taken to the aircraft but we had not been allowed to go out of the bus for almost 45 mins. Later on we had been taken back to the terminal and asked to wait. When we asked for the reason first they said that the Nairobi Airport is closed due to heavy snow fall which was an utter lie and later on the staff informed us that there is no Crew for the aircraft and it will take some time. We waited at the terminal without any assistance from anyone, sitting on the floor with the baby till 11am, and then they announced that flight has been cancelled and asked us to contact transfer desk. At transfer desk we had been given the new boarding passes and had been asked that next flight will be 0050 in the night which mean the whole day. I requested to give us some assistance as we have a baby and its very cold, but they refused to assist me in any way and later on just asked me to go away from the counter which was very rude. Later I took my own visa and booked the hotel by myself to go out so that we can have some rest. Later on next day when we landed at Nairobi all of our baggage were missing and there were no information. I had to follow-up with airport authorities and Turkish Airlines office daily to get my bags on the 6th after 4 days. The airport staff did not have normal empathy. I was at the airport for almost 12 hrs and did not even get an assistance of a blanket or a bottle of water.",Detractor
"We decided to go with Turkish Airlines this time from Boston to Karachi via Istanbul, over Emirates / Qatar Airways because of recent positive press. Never again. I don't understand how an airline can claim to be the new global hub airline, but then have absolutely no contingency plans in case of bad weather. As a result of snow in IST, hundreds of flights were cancelled, which is understandable. However, there were minimal ground crew available to assist, and frequent misdirection on the part of the crew who were present. Inflight, the crew on almost all four legs of our round-trip were surly and occasionally downright rude. The IFE was of pretty good technical quality, but quality of the programming was awful.",Passive
"First of all our flight from Islamabad was delayed for 5 hours - our flight to London had two stops, one at Baku and other at Istanbul. When we reached Baku we been told that we have to take another flight from here to Istanbul, when we arrived at terminal there was no Turkish Airline representative there - we wait for 30 mins, and they came he told us that our flight from Baku to Istanbul is cancelled and we have to take next flight in the morning. We stayed overnight at airport with 2 years old baby who was sick and my wife is expecting, but no hotel was offered. Next morning, staff at airport put us on an Aeroflot flight to Moscow and from Moscow to London, and when we arrived there we have no luggage - all our luggage was missing. It's the 5th day today and we haven't received our luggage yet.",Detractor
"Birmingham to Johannesburg via Istanbul return. My wife and I fly from Birmingham to South Africa with our 3 year old daughter quite frequently using Swiss, Lufthansa, KLM, Air France and Emirates. On this occasion we decided to try Turkish Airlines and while the service was okay in flight, we were shocked and disappointed with the complete chaos and lack of organisation we experienced from Turkish Airlines employees at Ataturk airport in the face of adverse weather conditions. After a 3 hour delay at Johannesburg airport, we arrived too late at Istanbul airport to catch our connecting flight to Birmingham and Ataturk airport was utter chaos and disorganisation. We were sent from one very long queue to another â€“ standing for hours with a 3 year old child after a long international flight â€“ no water was supplied or even available, no hospitality of any kind â€“ just chaos and more chaos. After 6 hours in queues in Ataturk airport, we were finally sent on a long bus ride to a hotel on the very opposite side of the city to the airport â€“ the Ramada Encore. Both my wife and I have missed a day's work as a result of the chaos at Ataturk and are very exhausted and distressed from the whole experience of flying Turkish. It ruined our holiday to see family in South Africa.",Detractor
"Houston to Mumbai via Istanbul return, flying Turkish Airlines for the first time. The outbound trip to India was smooth. But on the way back it was one of the mot horrific experience I had had. We checked in on time as per the rules from Mumbai. The flight was delayed by more than 3 hours. We inquired with he ground staff will we get the connecting flight to Houston from Istanbul, and they said yes. So we were on the way to Istanbul. The flight arrived late. There was nobody at the gate to let us know what we should be doing as your flight connections are not there. We went through the security again and by the time we reached the gate for Houston, they had closed the gate. When inquired with the person there he said gate closed now you go and look yourself what to do. We had no clue where to go. We went inquiring all over the airport, and the people or the staff there kept us sending up and down and left and right. In the end we saw a counter and we stood in that line at least to get in touch with someone authentic to talk to. The lady did not speak proper English, but somehow we got out boarding pass done for the flight for the next day. Now the problem starts, we asked the lady for or hotel stay as we have not missed the flight due to our negligence, but it was due to the airlines mess up. She said go to the hotel counter, but to get there we had to pass through passport control and we needed visa. So we had to pay for the visa which was not acceptable to us, because by now we had lost faith in the staff and the people around. So me and wife decided to stay put at the airport, not realizing the it was snowing and we will get shivery in the night. If you are traveling by Turkish Airlines be careful in Istanbul, as the staff there is very rude, not knowledgeable, and very unprofessional. To top it all my bags did not come on the fight. We are now receiving bags one by one in instalments.",Detractor
"Istanbul to Kansai with Turkish Airlines. We are Star Alliance Gold passengers but boarded the aircraft last - the boarding by bus was chaos, and what a mess. Onboard the crew looked really sleepy and the aircraft was showing its age. The same Turkish beef mince patty thing was on the menu twice and as my second choice was not available second time round, I had to eat the same thing twice. The toilets were dirty and the crew did the bare minimum. Was a terrible experience and will not be flying them again.",Detractor
"This was the fourth of four legs of a return Turkish Airlines trip from Manchester to Kuala Lumpur via Istanbul, and one I'd like to forget. As a business class customer, priority boarding is promised, but at the gate it was a free-for-all. We eventually boarded but due to a computer problem we were delayed at the stand by almost 2 hours. The business class cabin was atrocious. The front of the cabin near the door was soaked in water, due to rain and a leaking sink. The taps in the sink were out of order so we had to rinse hands using bottled drinking water. Seats were economy style, with the middle seat free. When the passenger in front reclined, there was about 6-8 inches of room between the seat and my head, and the leg room was very cramped, knees touching the back of the seat in front once he reclined. There was no IFE, unless you call a sheet of sudoku puzzles entertainment. There were a few drop down screens which were used for the safety video. The screen was so dark it was impossible to see the images. First drink was served in a plastic cup. I am assuming that many of the passengers in business class were passengers from other cancelled flights, as our seat numbers were changed at the last minute (at the boarding gate). After take off, I waited until the seat belt light had gone off before unbuckling and going to the toilet. Once there the chief steward told me to sit back down as the light was still on - I can only assume he'd turned it off prematurely and then back on again after I'd walked to the toilet. I sat back down and waited for him to turn it off again. One passenger got up while the light was on and used the loo. I complained to the chief steward who said, he was ok to use it as he was about to turn the light off anyway. The same steward told another complaining passenger that if he didn't like the service he was more than welcome to leave the plane. I also complained that the lack of hygiene due to non-functioning washing facilities meant the plane wasn't fit for use. He dismissed my complaint. The leather covering of the raised seat arms were velcro-ed on, but the velcro had worn free leaving exposed dirty undersides. This is in no way business class standard - in fact it was less comfortable than economy (I travelled economy with a group to Kilimanjaro in October - that was a far more pleasant experience, despite a malfunctioning air con system leaving the cabin sweltering). The lounge at Istanbul is impressive, but be warned, the lack of their own lounges at other airports is a negative aspect of the experience. At Manchester, the Aspire lounge was in need of a good clean. At Kuala Lumpur the Premier Plaza lounge was packed to capacity, with lots of children and seats very close together. Wine is not included in the drinks service. Good points for business travellers include dedicated check in section and priority baggage loading and unloading. The lie-flat seats are ok (between Kuala Lumpur and Istanbul) and the food is ok. If you are looking for a true business class experience, I would highly recommend paying a bit more and going with another airline.",Detractor
"Terrible customer service experience. My Turkish Airlines flight from Istanbul to Madrid was cancelled, and the next flight delayed 4 hours. Turkish Airlines staff employees in Istanbul are arrogant, treat customers badly, speak bad english, scream at customers, don't give concise answers, and are difficult to locate during delays. The call center puts you on hold for hours. The cabin staff is much better. Planes are usually okay, although some are old planes without AVOD. The risks of things going wrong with Turkish Airlines are high. Don't risk your time and vacations.",Detractor
"I flew Turkish Airlines from Baghdad to London via Istanbul on the 1st Jan 2016. Firstly there was a 7 hour delay in Baghdad and no hotel was offered. Once we arrived in Istanbul our connected flight had been delayed so we had a few hours to board our scheduled flight - however we were issued standby tickets and our seats were given to other passengers. This should never had happened, and even though there were 9 available seats, no priority was given to our party which had wheelchair passengers, diabetic and two young children. We had to queue up to get new boarding passes and the incompetent tickets clerk issued 8 boarding passes instead of 9 - and issued the same seat for 2 passengers! We were also given a later flight, so we had to wait for 17 hours in the airport with 1 meal ticket and no hotel accommodation provided. In the end we arrived at London Heathrow 25 hours after our scheduled expected arrival time. The ground service is awful, very rude, aggressive and just laugh at passenger distress - lost for words!",Detractor
"Bucharest to Abuja via Istanbul, and the nightmare started when I arrived to Abuja Airport from Istanbul on 11th December on a Turkish Airlines flight. Both of my luggage never came with the flight. Apparently, after some days they sent one of the bags to Kano (another airport in Nigeria) and from there to Abuja. So I got that one. I've never seen the second one. I made complaints and called them and it's been almost one month since I came to the country and I still didn't get it. All my clothes and belongings are inside that bag since it's the big one. I was supposed to travel the same day of the arrival to Calabar, however because I didn't have my bags I had to spend more than one week in the hotel. After that time I got tired so I decided to travel to my destination. They said when the bag is found they'll send it to my address - that's what they say. This is the worst experience I've had. The worst thing is that I have a return ticket.",Detractor
"Dubai to Toronto via Istanbul with Turkish Airlines. One of the worst experiences of my life. Delayed flight from Dubai for 7 hours, then a flight delay for two days in Istanbul, and in the end didn't get any checked baggage. Will never fly this incompetent airline.",Detractor
"My Turkish Airlines flight from Stuttgart to Istanbul was delayed 1 hr and 8 minutes, in Stuttgart the lady on the counter said since they know we have a problem and it's delayed and you have checked in and have a boarding pass, they will wait for you for sure. The plane landed 1 hr before the other one and they didn't let us out of the plane for 50 mins and we missed our next flight. The employees in Istanbul airport were rude and aggressive, they don't help or answer any questions. The man on the disk didn't want to offer hotel or even a meal. They speak in a very rude way. About 17 passengers missed their flight to Cairo - no apologies, no explanations and no facilities offered.",Detractor
"I flew with Turkish Airline from Heathrow to Abuja via Istanbul. Upon arriving Abuja my 2 luggage never arrived on my flight. It took me 3 trips to the airport and 4 days before I finally received my luggage. I thought my nightmare was over, then my return flight back to London Gatwick via Istanbul was delayed for 6 hours. Upon arriving Istanbul I missed my connecting flight to the UK. I had to wait 19 hours at the airport. No one gave me directions on what to do or where to sleep or get food. I was basically at the mercy of Turkish Airlines to get home. I arrived London Gatwick on 2nd January having spent my new year stranded at Istanbul Airport. The most ridiculous thing is that my luggage never arrived London too. This is not acceptable. I can't believe this has happened to me twice in one holiday. It's the 4th day now and I haven't got my luggage yet. I have called Turkish Airlines customer service only for staff to hang up on me. Turkish Airlines has proven to be the worst experience so far.",Detractor
"Tehran to London via Istanbul and awful service! Our Turkish Airlines connecting flight was cancelled, no information, no support, nothing. We had to sort ourselves out, the staff were rude, aggressive and did nothing for mothers with children from what I could see. They were utterly incompetent.",Detractor
"Sofia to Manila via Istanbul and a horrible experience. First flight was cancelled without an announcement. Then they put me on the wrong flight to Istanbul even though they had seats on the earlier flight. Flight was 4 hours late so I missed that connection too. Then they moved me on a flight with Emirates with an extra stop in Dubai but forgot to put my baggage in the flight. Stranded at airports twice, took me 5 days to get to my destination (normally should be a day) and my baggage is lost. Staff was rude and unhelpful. Most barely spoke English and were unhelpful and rude. Cabin crew were mere waitresses only - 'I don't know' was their usual answer to every question that wasn't food related. On that note, food was nothing special. On top of that, their call center is bad - they are incompetent, don't know how to handle customer complaints. One of them even hang up on me when I asked why I wasn't offered a hotel room when they left me stranded for two days in Sofia. With all the issues and problems they caused me, nobody took responsibility or offered an apology, let alone compensation.",Detractor
"London to Doha via Istanbul. My flight was delayed for 4.5 hours from Heathrow T2 on Saturday 2nd January. When we arrived to Turkey there was no information on the board regarding our flight, asked a few members of staff no one knew anything. Whenever I tried asking they'd drive away in their Segway. There was no information on where to go or what to do and we had missed our connecting flight to Doha, Qatar. Queued up for hours to be told our flight is cancelled and we'll leave next day at 8pm. Told us to go to passport control and get hotel voucher. Had to pay for a visa then back to passport control - the officer there was so rude. Eventually got out to see the queue for the hotel desk, it took us 2.5 hours to get the front. Next day when we to the airport for our flight we were told to go to one gate, then told no it's changed an hour before departure time. When I asked another member of staff firstly she ignored me so I had to get her attention by waving at her then she replied ""I don't know you go check"" - she spoke so rudely. It was not snowing very heavily to cancel or delay flights for that long. The customer service was horrendous never have I met such rude people in my life. We also had to pay for our visa to leave the airport and get a hotel. Never will I travel on Turkish Airlines again.",Detractor
